,t,o,h,l,c,v,symbol
8,1605536100,118.97,119.11,118.89,118.9,2956,AAPL
9,1605537000,118.92,119.92,118.155,119.92,190822,AAPL
10,1605537900,119.92,120.14,119.43,119.9,144555,AAPL
11,1605538800,119.955,120.371,119.82,120.11,117891,AAPL
12,1605539700,120.14,120.72,119.98,120.47,112940,AAPL
13,1605540600,120.525,120.665,120.3,120.45,216115,AAPL
14,1605541500,120.45,120.69,120.13,120.675,1991232,AAPL
15,1605542400,120.67,120.83,120.49,120.56,70191,AAPL
16,1605543300,120.575,120.66,120.31,120.475,63095,AAPL
17,1605544200,120.465,120.54,120.325,120.465,67317,AAPL
18,1605545100,120.47,120.79,120.395,120.77,65486,AAPL
19,1605546000,120.795,120.99,120.74,120.8,65769,AAPL
20,1605546900,120.81,120.81,120.45,120.65,61888,AAPL
21,1605547800,120.645,120.82,120.525,120.815,61887,AAPL
22,1605548700,120.8,120.81,120.28,120.43,85471,AAPL
23,1605549600,120.42,120.585,120.17,120.43,58703,AAPL
24,1605550500,120.475,120.59,120.16,120.18,63966,AAPL
25,1605551400,120.18,120.43,120.0,120.13,80780,AAPL
26,1605552300,120.13,120.27,120.02,120.22,99982,AAPL
27,1605553200,120.245,120.245,120.025,120.205,69421,AAPL
28,1605554100,120.215,120.36,120.13,120.315,53055,AAPL
29,1605555000,120.315,120.315,119.91,119.94,94696,AAPL
30,1605555900,119.94,120.055,119.79,119.905,67090,AAPL
31,1605556800,119.9,119.99,119.645,119.71,115619,AAPL
32,1605557700,119.735,120.13,119.675,119.93,128600,AAPL
33,1605558600,119.92,120.07,119.86,119.99,87125,AAPL
0,1610712000,128.96,128.96,128.77,128.77,420,AAPL
1,1610712900,129.12,129.12,129.119,129.119,200,AAPL
2,1610713800,129.139,129.141,129.139,129.141,200,AAPL
3,1610714700,129.01,129.01,129.01,129.01,397,AAPL
4,1610715600,129.08,129.16,129.05,129.09,1122,AAPL
5,1610716500,129.02,129.12,129.009,129.03,800,AAPL
6,1610717400,129.01,129.09,129.01,129.05,1000,AAPL
7,1610718300,129.0,129.1,129.0,129.01,768,AAPL
8,1610719200,128.92,128.92,128.71,128.8,1709,AAPL
9,1610720100,128.83,129.48,128.771,128.88,16071,AAPL
10,1610721000,128.83,130.2,128.67,129.68,186718,AAPL
11,1610721900,129.66,130.0,128.92,129.15,452742,AAPL
12,1610722800,129.12,129.12,127.96,128.33,201708,AAPL
13,1610723700,128.31,128.46,127.5,128.25,830250,AAPL
14,1610724600,128.25,128.44,127.96,127.96,2422403,AAPL
15,1610725500,127.95,128.45,127.93,128.23,107733,AAPL
16,1610726400,128.24,128.33,127.601,128.33,157695,AAPL
17,1610727300,128.33,129.315,128.23,129.3,120864,AAPL
18,1610728200,129.25,129.34,128.94,128.99,2448360,AAPL
19,1610729100,128.96,129.07,128.72,128.75,97473,AAPL
20,1610730000,128.77,128.79,128.31,128.49,103871,AAPL
21,1610730900,128.45,128.675,128.255,128.255,91901,AAPL
22,1610731800,128.245,128.62,128.19,128.58,74803,AAPL
23,1610732700,128.56,128.7,128.42,128.5,78266,AAPL
24,1610733600,128.48,128.51,128.28,128.51,68706,AAPL
25,1610734500,128.52,128.915,128.51,128.67,67583,AAPL
26,1610735400,128.65,128.74,128.51,128.66,1742439,AAPL
27,1610736300,128.665,128.77,128.45,128.53,69666,AAPL
28,1610737200,128.52,128.72,128.39,128.41,70984,AAPL
29,1610738100,128.43,128.51,128.01,128.06,74180,AAPL
30,1610739000,128.02,128.11,127.85,127.96,107726,AAPL
31,1610739900,127.99,128.105,127.655,127.73,93126,AAPL
32,1610740800,127.75,127.84,127.49,127.81,157552,AAPL
33,1610741700,127.825,127.955,127.55,127.56,122479,AAPL
34,1610742600,127.565,127.6,127.18,127.18,271417,AAPL
35,1610743500,127.185,127.45,127.0,127.06,442661,AAPL
36,1610744400,127.07,127.07,127.07,127.07,100,AAPL
37,1610745300,127.05,127.05,127.05,127.05,100,AAPL
0,1610712000,128.96,128.96,128.77,128.77,420,AAPL
1,1610712900,129.12,129.12,129.119,129.119,200,AAPL
2,1610713800,129.139,129.141,129.139,129.141,200,AAPL
3,1610714700,129.01,129.01,129.01,129.01,397,AAPL
4,1610715600,129.08,129.16,129.05,129.09,1122,AAPL
5,1610716500,129.02,129.12,129.009,129.03,800,AAPL
6,1610717400,129.01,129.09,129.01,129.05,1000,AAPL
7,1610718300,129.0,129.1,129.0,129.01,768,AAPL
8,1610719200,128.92,128.92,128.71,128.8,1709,AAPL
9,1610720100,128.83,129.48,128.771,128.88,16071,AAPL
10,1610721000,128.83,130.2,128.67,129.68,186718,AAPL
11,1610721900,129.66,130.0,128.92,129.15,452742,AAPL
12,1610722800,129.12,129.12,127.96,128.33,201708,AAPL
13,1610723700,128.31,128.46,127.5,128.25,830250,AAPL
14,1610724600,128.25,128.44,127.96,127.96,2422403,AAPL
15,1610725500,127.95,128.45,127.93,128.23,107733,AAPL
16,1610726400,128.24,128.33,127.601,128.33,157695,AAPL
17,1610727300,128.33,129.315,128.23,129.3,120864,AAPL
18,1610728200,129.25,129.34,128.94,128.99,2448360,AAPL
19,1610729100,128.96,129.07,128.72,128.75,97473,AAPL
20,1610730000,128.77,128.79,128.31,128.49,103871,AAPL
21,1610730900,128.45,128.675,128.255,128.255,91901,AAPL
22,1610731800,128.245,128.62,128.19,128.58,74803,AAPL
23,1610732700,128.56,128.7,128.42,128.5,78266,AAPL
24,1610733600,128.48,128.51,128.28,128.51,68706,AAPL
25,1610734500,128.52,128.915,128.51,128.67,67583,AAPL
26,1610735400,128.65,128.74,128.51,128.66,1742439,AAPL
27,1610736300,128.665,128.77,128.45,128.53,69666,AAPL
28,1610737200,128.52,128.72,128.39,128.41,70984,AAPL
29,1610738100,128.43,128.51,128.01,128.06,74180,AAPL
30,1610739000,128.02,128.11,127.85,127.96,107726,AAPL
31,1610739900,127.99,128.105,127.655,127.73,93126,AAPL
32,1610740800,127.75,127.84,127.49,127.81,157552,AAPL
33,1610741700,127.825,127.955,127.55,127.56,122479,AAPL
34,1610742600,127.565,127.6,127.18,127.18,271417,AAPL
35,1610743500,127.185,127.45,127.0,127.06,442661,AAPL
36,1610744400,127.07,127.07,127.07,127.07,100,AAPL
37,1610745300,127.05,127.05,127.05,127.05,100,AAPL
0,1612440000,136.35,136.83,136.35,136.67,1000,AAPL
1,1612440900,136.55,136.55,136.55,136.55,200,AAPL
2,1612441800,136.24,136.24,136.24,136.24,100,AAPL
3,1612442700,136.26,136.26,136.26,136.26,176,AAPL
4,1612443600,136.311,136.54,136.311,136.501,536,AAPL
5,1612444500,136.5,136.5,136.4,136.419,865,AAPL
6,1612445400,136.3,136.32,136.02,136.2,1363,AAPL
7,1612446300,136.219,136.321,136.1,136.1,1424,AAPL
8,1612447200,136.18,136.749,136.18,136.471,4783,AAPL
9,1612448100,136.429,136.48,136.06,136.39,4188,AAPL
10,1612449000,136.33,136.47,135.07,135.64,282801,AAPL
11,1612449900,135.64,135.65,135.15,135.39,90340,AAPL
12,1612450800,135.275,135.52,134.6,135.395,192359,AAPL
13,1612451700,135.45,135.731,135.18,135.27,132846,AAPL
14,1612452600,135.24,135.57,135.08,135.28,70904,AAPL
15,1612453500,135.255,135.28,134.99,135.01,58851,AAPL
16,1612454400,135.01,135.49,135.0,135.245,120603,AAPL
17,1612455300,135.23,135.57,135.22,135.515,66888,AAPL
18,1612456200,135.535,135.65,135.42,135.51,48188,AAPL
19,1612457100,135.51,136.335,135.5,136.03,117125,AAPL
20,1612458000,136.03,136.26,135.93,136.12,61415,AAPL
21,1612458900,136.15,136.235,135.885,135.93,40382,AAPL
22,1612459800,135.94,136.06,135.79,135.9,66698,AAPL
23,1612460700,135.935,135.99,135.76,135.83,34950,AAPL
24,1612461600,135.83,136.04,135.76,136.0,101531,AAPL
25,1612462500,136.02,136.1,135.915,135.975,38425,AAPL
26,1612463400,135.99,136.21,135.98,136.05,77657,AAPL
27,1612464300,136.045,136.25,136.01,136.22,43248,AAPL
28,1612465200,136.22,136.68,136.22,136.6,99499,AAPL
29,1612466100,136.58,136.84,136.555,136.75,59704,AAPL
30,1612467000,136.74,136.78,136.47,136.48,59312,AAPL
31,1612467900,136.47,136.785,136.47,136.75,65264,AAPL
32,1612468800,136.75,136.93,136.685,136.85,91298,AAPL
33,1612469700,136.86,136.975,136.7,136.88,127158,AAPL
34,1612470600,136.87,137.05,136.8,136.85,166745,AAPL
35,1612471500,136.845,137.39,136.735,137.39,214144,AAPL
36,1612472400,137.42,137.42,137.42,137.42,100,AAPL
37,1612476900,137.139,137.139,137.139,137.139,100,AAPL
38,1612482300,137.071,137.071,137.071,137.071,100,AAPL
0,1612440000,136.35,136.83,136.35,136.67,1000,AAPL
1,1612440900,136.55,136.55,136.55,136.55,200,AAPL
2,1612441800,136.24,136.24,136.24,136.24,100,AAPL
3,1612442700,136.26,136.26,136.26,136.26,176,AAPL
4,1612443600,136.311,136.54,136.311,136.501,536,AAPL
5,1612444500,136.5,136.5,136.4,136.419,865,AAPL
6,1612445400,136.3,136.32,136.02,136.2,1363,AAPL
7,1612446300,136.219,136.321,136.1,136.1,1424,AAPL
8,1612447200,136.18,136.749,136.18,136.471,4783,AAPL
9,1612448100,136.429,136.48,136.06,136.39,4188,AAPL
10,1612449000,136.33,136.47,135.07,135.64,282801,AAPL
11,1612449900,135.64,135.65,135.15,135.39,90340,AAPL
12,1612450800,135.275,135.52,134.6,135.395,192359,AAPL
13,1612451700,135.45,135.731,135.18,135.27,132846,AAPL
14,1612452600,135.24,135.57,135.08,135.28,70904,AAPL
15,1612453500,135.255,135.28,134.99,135.01,58851,AAPL
16,1612454400,135.01,135.49,135.0,135.245,120603,AAPL
17,1612455300,135.23,135.57,135.22,135.515,66888,AAPL
18,1612456200,135.535,135.65,135.42,135.51,48188,AAPL
19,1612457100,135.51,136.335,135.5,136.03,117125,AAPL
20,1612458000,136.03,136.26,135.93,136.12,61415,AAPL
21,1612458900,136.15,136.235,135.885,135.93,40382,AAPL
22,1612459800,135.94,136.06,135.79,135.9,66698,AAPL
23,1612460700,135.935,135.99,135.76,135.83,34950,AAPL
24,1612461600,135.83,136.04,135.76,136.0,101531,AAPL
25,1612462500,136.02,136.1,135.915,135.975,38425,AAPL
26,1612463400,135.99,136.21,135.98,136.05,77657,AAPL
27,1612464300,136.045,136.25,136.01,136.22,43248,AAPL
28,1612465200,136.22,136.68,136.22,136.6,99499,AAPL
29,1612466100,136.58,136.84,136.555,136.75,59704,AAPL
30,1612467000,136.74,136.78,136.47,136.48,59312,AAPL
31,1612467900,136.47,136.785,136.47,136.75,65264,AAPL
32,1612468800,136.75,136.93,136.685,136.85,91298,AAPL
33,1612469700,136.86,136.975,136.7,136.88,127158,AAPL
34,1612470600,136.87,137.05,136.8,136.85,166745,AAPL
35,1612471500,136.845,137.39,136.735,137.39,214144,AAPL
36,1612472400,137.42,137.42,137.42,137.42,100,AAPL
37,1612476900,137.139,137.139,137.139,137.139,100,AAPL
38,1612482300,137.071,137.071,137.071,137.071,100,AAPL
0,1614168000,125.85,126.349,125.849,126.349,1550,AAPL
1,1614168900,126.37,126.67,126.37,126.67,730,AAPL
2,1614169800,126.58,126.659,126.49,126.659,1385,AAPL
3,1614170700,127.011,127.3,127.011,127.24,932,AAPL
4,1614171600,127.05,127.346,126.96,126.96,1331,AAPL
5,1614172500,126.9,127.21,126.3,126.75,2978,AAPL
6,1614173400,126.7,126.7,126.15,126.15,724,AAPL
7,1614174300,126.02,126.08,124.36,124.72,2212,AAPL
8,1614175200,124.86,125.08,124.68,124.9,1934,AAPL
9,1614176100,124.88,125.03,124.17,124.98,5966,AAPL
10,1614177000,124.75,125.31,123.58,123.77,288201,AAPL
11,1614177900,123.79,124.39,123.21,123.36,313368,AAPL
12,1614178800,123.33,123.4,122.23,123.04,375701,AAPL
13,1614179700,123.0,124.065,122.98,124.04,340656,AAPL
14,1614180600,124.02,124.279,123.5,123.78,203724,AAPL
15,1614181500,123.8,124.47,123.6,124.255,182285,AAPL
16,1614182400,124.24,124.43,123.96,124.35,213884,AAPL
17,1614183300,124.4,124.92,124.375,124.55,165445,AAPL
18,1614184200,124.59,124.88,124.16,124.24,132753,AAPL
19,1614185100,124.25,124.91,124.23,124.56,122617,AAPL
20,1614186000,124.625,125.04,124.6,124.81,156460,AAPL
21,1614186900,124.83,125.11,124.67,125.09,136588,AAPL
22,1614187800,125.11,125.14,124.68,124.71,138138,AAPL
23,1614188700,124.74,124.94,124.43,124.43,185022,AAPL
24,1614189600,124.415,124.44,123.95,124.405,191052,AAPL
25,1614190500,124.385,124.59,124.12,124.44,113307,AAPL
26,1614191400,124.465,125.18,124.44,124.86,158494,AAPL
27,1614192300,124.89,125.015,124.61,124.93,117650,AAPL
28,1614193200,124.92,124.985,124.32,124.34,152842,AAPL
29,1614194100,124.39,124.61,124.32,124.49,103122,AAPL
30,1614195000,124.47,124.77,124.29,124.635,86833,AAPL
31,1614195900,124.625,124.64,124.4,124.425,73296,AAPL
32,1614196800,124.49,124.6,124.21,124.44,117273,AAPL
33,1614197700,124.445,124.93,124.3,124.92,144368,AAPL
34,1614198600,124.92,125.205,124.73,124.89,234832,AAPL
35,1614199500,124.83,125.56,124.79,125.29,424144,AAPL
36,1614201300,125.49,125.516,125.49,125.516,600,AAPL
37,1614202200,125.63,125.63,125.63,125.63,166,AAPL
38,1614203100,125.28,125.28,125.041,125.14,1110,AAPL
39,1614204000,125.196,125.196,125.04,125.06,1001,AAPL
0,1614168000,125.85,126.349,125.849,126.349,1550,AAPL
1,1614168900,126.37,126.67,126.37,126.67,730,AAPL
2,1614169800,126.58,126.659,126.49,126.659,1385,AAPL
3,1614170700,127.011,127.3,127.011,127.24,932,AAPL
4,1614171600,127.05,127.346,126.96,126.96,1331,AAPL
5,1614172500,126.9,127.21,126.3,126.75,2978,AAPL
6,1614173400,126.7,126.7,126.15,126.15,724,AAPL
7,1614174300,126.02,126.08,124.36,124.72,2212,AAPL
8,1614175200,124.86,125.08,124.68,124.9,1934,AAPL
9,1614176100,124.88,125.03,124.17,124.98,5966,AAPL
10,1614177000,124.75,125.31,123.58,123.77,288201,AAPL
11,1614177900,123.79,124.39,123.21,123.36,313368,AAPL
12,1614178800,123.33,123.4,122.23,123.04,375701,AAPL
13,1614179700,123.0,124.065,122.98,124.04,340656,AAPL
14,1614180600,124.02,124.279,123.5,123.78,203724,AAPL
15,1614181500,123.8,124.47,123.6,124.255,182285,AAPL
16,1614182400,124.24,124.43,123.96,124.35,213884,AAPL
17,1614183300,124.4,124.92,124.375,124.55,165445,AAPL
18,1614184200,124.59,124.88,124.16,124.24,132753,AAPL
19,1614185100,124.25,124.91,124.23,124.56,122617,AAPL
20,1614186000,124.625,125.04,124.6,124.81,156460,AAPL
21,1614186900,124.83,125.11,124.67,125.09,136588,AAPL
22,1614187800,125.11,125.14,124.68,124.71,138138,AAPL
23,1614188700,124.74,124.94,124.43,124.43,185022,AAPL
24,1614189600,124.415,124.44,123.95,124.405,191052,AAPL
25,1614190500,124.385,124.59,124.12,124.44,113307,AAPL
26,1614191400,124.465,125.18,124.44,124.86,158494,AAPL
27,1614192300,124.89,125.015,124.61,124.93,117650,AAPL
28,1614193200,124.92,124.985,124.32,124.34,152842,AAPL
29,1614194100,124.39,124.61,124.32,124.49,103122,AAPL
30,1614195000,124.47,124.77,124.29,124.635,86833,AAPL
31,1614195900,124.625,124.64,124.4,124.425,73296,AAPL
32,1614196800,124.49,124.6,124.21,124.44,117273,AAPL
33,1614197700,124.445,124.93,124.3,124.92,144368,AAPL
34,1614198600,124.92,125.205,124.73,124.89,234832,AAPL
35,1614199500,124.83,125.56,124.79,125.29,424144,AAPL
36,1614201300,125.49,125.516,125.49,125.516,600,AAPL
37,1614202200,125.63,125.63,125.63,125.63,166,AAPL
38,1614203100,125.28,125.28,125.041,125.14,1110,AAPL
39,1614204000,125.196,125.196,125.04,125.06,1001,AAPL
0,1615901400,125.7,126.2,125.11,125.835,301688,AAPL
1,1615902300,125.85,126.64,125.73,126.52,109554,AAPL
2,1615903200,126.525,126.83,126.28,126.59,71253,AAPL
3,1615904100,126.605,126.61,126.08,126.39,61185,AAPL
4,1615905000,126.44,126.69,126.265,126.495,108999,AAPL
5,1615905900,126.495,127.21,126.39,126.94,115151,AAPL
6,1615906800,126.93,127.05,126.535,126.55,127583,AAPL
7,1615907700,126.555,126.79,126.5,126.69,41492,AAPL
8,1615908600,126.76,126.9,126.49,126.64,41680,AAPL
9,1615909500,126.64,126.715,126.17,126.21,29233,AAPL
10,1615910400,126.23,126.3,125.67,125.7,65157,AAPL
11,1615911300,125.71,125.91,125.34,125.45,194950,AAPL
12,1615912200,125.44,126.13,125.43,126.02,143776,AAPL
13,1615913100,126.045,126.055,125.76,125.85,40702,AAPL
14,1615914000,125.86,126.275,125.86,126.15,52505,AAPL
15,1615914900,126.15,126.16,125.82,125.83,31267,AAPL
16,1615915800,125.85,125.84,125.48,125.49,67368,AAPL
17,1615916700,125.47,125.69,125.33,125.63,53558,AAPL
18,1615917600,125.625,125.825,125.15,125.56,152839,AAPL
19,1615918500,125.59,125.645,124.93,125.03,56581,AAPL
20,1615919400,125.01,125.25,124.715,124.715,99832,AAPL
21,1615920300,124.735,125.37,124.735,125.325,31899,AAPL
22,1615921200,125.33,125.6,125.25,125.57,35979,AAPL
23,1615922100,125.575,125.71,125.54,125.61,37285,AAPL
24,1615923000,125.615,125.91,125.6,125.745,36402,AAPL
25,1615923900,125.805,125.875,125.405,125.66,59690,AAPL
0,1615901400,125.7,126.2,125.11,125.835,301688,AAPL
1,1615902300,125.85,126.64,125.73,126.52,109554,AAPL
2,1615903200,126.525,126.83,126.28,126.59,71253,AAPL
3,1615904100,126.605,126.61,126.08,126.39,61185,AAPL
4,1615905000,126.44,126.69,126.265,126.495,108999,AAPL
5,1615905900,126.495,127.21,126.39,126.94,115151,AAPL
6,1615906800,126.93,127.05,126.535,126.55,127583,AAPL
7,1615907700,126.555,126.79,126.5,126.69,41492,AAPL
8,1615908600,126.76,126.9,126.49,126.64,41680,AAPL
9,1615909500,126.64,126.715,126.17,126.21,29233,AAPL
10,1615910400,126.23,126.3,125.67,125.7,65157,AAPL
11,1615911300,125.71,125.91,125.34,125.45,194950,AAPL
12,1615912200,125.44,126.13,125.43,126.02,143776,AAPL
13,1615913100,126.045,126.055,125.76,125.85,40702,AAPL
14,1615914000,125.86,126.275,125.86,126.15,52505,AAPL
15,1615914900,126.15,126.16,125.82,125.83,31267,AAPL
16,1615915800,125.85,125.84,125.48,125.49,67368,AAPL
17,1615916700,125.47,125.69,125.33,125.63,53558,AAPL
18,1615917600,125.625,125.825,125.15,125.56,152839,AAPL
19,1615918500,125.59,125.645,124.93,125.03,56581,AAPL
20,1615919400,125.01,125.25,124.715,124.715,99832,AAPL
21,1615920300,124.735,125.37,124.735,125.325,31899,AAPL
22,1615921200,125.33,125.6,125.25,125.57,35979,AAPL
23,1615922100,125.575,125.71,125.54,125.61,37285,AAPL
24,1615923000,125.615,125.91,125.6,125.745,36402,AAPL
25,1615923900,125.805,125.875,125.405,125.66,59690,AAPL
0,1617629400,123.81,124.56,123.1,124.54,106582,AAPL
1,1617630300,124.58,125.1,124.58,124.81,121272,AAPL
2,1617631200,124.78,125.455,124.57,125.33,95003,AAPL
3,1617632100,125.35,125.41,124.95,125.105,59922,AAPL
4,1617633000,125.11,125.56,125.09,125.52,79161,AAPL
5,1617633900,125.535,125.6,125.06,125.135,58912,AAPL
6,1617634800,125.175,125.2,124.89,125.07,46464,AAPL
7,1617635700,125.1,125.13,124.84,124.96,35602,AAPL
8,1617636600,124.98,125.55,124.88,125.41,49677,AAPL
9,1617637500,125.39,125.495,125.29,125.32,47618,AAPL
10,1617638400,125.33,125.55,125.32,125.54,38833,AAPL
11,1617639300,125.55,125.86,125.46,125.83,30367,AAPL
12,1617640200,125.84,125.94,125.685,125.915,51639,AAPL
13,1617641100,125.93,125.94,125.46,125.56,41548,AAPL
14,1617642000,125.61,125.79,125.58,125.63,78417,AAPL
15,1617642900,125.64,125.78,125.55,125.645,44005,AAPL
16,1617643800,125.665,125.71,125.59,125.66,24569,AAPL
17,1617644700,125.65,126.07,125.6,126.03,33701,AAPL
18,1617645600,126.07,126.16,126.02,126.045,78600,AAPL
19,1617646500,126.09,126.095,125.82,125.88,44909,AAPL
20,1617647400,125.89,126.11,125.81,125.82,57155,AAPL
21,1617648300,125.83,125.905,125.6,125.62,49285,AAPL
22,1617649200,125.635,125.715,125.47,125.59,80825,AAPL
23,1617650100,125.635,125.82,125.49,125.55,55110,AAPL
24,1617651000,125.53,125.635,125.325,125.63,76032,AAPL
25,1617651900,125.58,125.99,125.51,125.81,136611,AAPL
0,1617629400,123.81,124.56,123.1,124.54,106582,AAPL
1,1617630300,124.58,125.1,124.58,124.81,121272,AAPL
2,1617631200,124.78,125.455,124.57,125.33,95003,AAPL
3,1617632100,125.35,125.41,124.95,125.105,59922,AAPL
4,1617633000,125.11,125.56,125.09,125.52,79161,AAPL
5,1617633900,125.535,125.6,125.06,125.135,58912,AAPL
6,1617634800,125.175,125.2,124.89,125.07,46464,AAPL
7,1617635700,125.1,125.13,124.84,124.96,35602,AAPL
8,1617636600,124.98,125.55,124.88,125.41,49677,AAPL
9,1617637500,125.39,125.495,125.29,125.32,47618,AAPL
10,1617638400,125.33,125.55,125.32,125.54,38833,AAPL
11,1617639300,125.55,125.86,125.46,125.83,30367,AAPL
12,1617640200,125.84,125.94,125.685,125.915,51639,AAPL
13,1617641100,125.93,125.94,125.46,125.56,41548,AAPL
14,1617642000,125.61,125.79,125.58,125.63,78417,AAPL
15,1617642900,125.64,125.78,125.55,125.645,44005,AAPL
16,1617643800,125.665,125.71,125.59,125.66,24569,AAPL
17,1617644700,125.65,126.07,125.6,126.03,33701,AAPL
18,1617645600,126.07,126.16,126.02,126.045,78600,AAPL
19,1617646500,126.09,126.095,125.82,125.88,44909,AAPL
20,1617647400,125.89,126.11,125.81,125.82,57155,AAPL
21,1617648300,125.83,125.905,125.6,125.62,49285,AAPL
22,1617649200,125.635,125.715,125.47,125.59,80825,AAPL
23,1617650100,125.635,125.82,125.49,125.55,55110,AAPL
24,1617651000,125.53,125.635,125.325,125.63,76032,AAPL
25,1617651900,125.58,125.99,125.51,125.81,136611,AAPL
