,t,o,h,l,c,v,symbol
4,1600350300,1493.13,1502.17,1492.26,1499.075,5068,GOOG
5,1600351200,1498.69,1502.52,1496.6,1498.9,4097,GOOG
6,1600352100,1495.705,1496.34,1484.0,1487.27,3846,GOOG
7,1600353000,1488.585,1506.455,1487.72,1504.515,4327,GOOG
8,1600353900,1503.84,1508.21,1503.68,1503.86,4375,GOOG
9,1600354800,1503.83,1506.48,1501.92,1501.92,2512,GOOG
10,1600355700,1505.175,1505.175,1496.82,1500.02,1789,GOOG
11,1600356600,1497.43,1500.62,1493.81,1493.81,834,GOOG
12,1600357500,1492.475,1492.475,1486.56,1488.65,1140,GOOG
13,1600358400,1487.33,1489.995,1480.67,1481.15,3045,GOOG
14,1600359300,1482.725,1485.7,1478.63,1480.44,4517,GOOG
15,1600360200,1481.57,1485.96,1480.125,1480.125,3352,GOOG
16,1600361100,1477.85,1480.51,1472.36,1477.81,3232,GOOG
17,1600362000,1480.4,1481.405,1480.17,1480.47,550,GOOG
18,1600362900,1475.9,1476.05,1473.83,1476.05,1407,GOOG
19,1600363800,1479.55,1481.91,1479.55,1481.91,400,GOOG
20,1600364700,1481.93,1481.98,1480.73,1481.07,989,GOOG
21,1600365600,1481.68,1484.48,1481.68,1483.85,963,GOOG
22,1600366500,1483.35,1483.525,1481.29,1481.29,1105,GOOG
23,1600367400,1475.13,1476.29,1473.36,1473.36,884,GOOG
24,1600368300,1475.85,1478.055,1475.555,1477.675,1246,GOOG
25,1600369200,1474.14,1483.67,1472.61,1483.67,1208,GOOG
26,1600370100,1486.18,1486.335,1480.36,1480.36,1420,GOOG
27,1600371000,1487.17,1493.52,1487.17,1491.85,2715,GOOG
28,1600371900,1490.47,1496.06,1488.465,1496.06,4326,GOOG
0,1602077400,1464.29,1468.47,1461.95,1462.56,9708,GOOG
1,1602078300,1462.47,1462.47,1449.86,1449.86,10645,GOOG
2,1602079200,1449.01,1449.3,1437.06,1437.88,12081,GOOG
3,1602080100,1437.95,1442.24,1436.14,1440.53,9397,GOOG
4,1602081000,1440.045,1444.05,1439.03,1441.02,6088,GOOG
5,1602081900,1442.8,1447.16,1442.8,1446.22,5579,GOOG
6,1602082800,1446.25,1450.02,1446.25,1447.57,2719,GOOG
7,1602083700,1446.75,1447.42,1441.72,1443.49,7569,GOOG
8,1602084600,1445.01,1446.88,1444.81,1445.91,3713,GOOG
9,1602085500,1445.85,1448.99,1445.64,1448.62,2861,GOOG
10,1602086400,1448.11,1455.09,1448.11,1455.09,2840,GOOG
11,1602087300,1453.49,1453.49,1447.72,1448.1,7241,GOOG
12,1602088200,1449.82,1449.82,1447.92,1449.82,3194,GOOG
13,1602089100,1451.52,1453.79,1449.51,1449.78,4158,GOOG
14,1602090000,1453.82,1454.68,1453.03,1453.03,1601,GOOG
15,1602090900,1453.34,1455.3,1452.955,1455.11,2912,GOOG
16,1602091800,1455.14,1462.67,1455.14,1462.67,3769,GOOG
17,1602092700,1461.9,1463.28,1460.03,1460.1,3696,GOOG
18,1602093600,1460.02,1460.995,1458.975,1460.95,5577,GOOG
19,1602094500,1461.62,1464.26,1461.31,1464.1,1566,GOOG
20,1602095400,1464.46,1464.46,1458.2,1459.2,4750,GOOG
21,1602096300,1459.95,1461.78,1459.905,1461.55,2604,GOOG
22,1602097200,1461.91,1463.83,1460.72,1460.93,7751,GOOG
23,1602098100,1461.01,1461.28,1459.5,1460.62,5839,GOOG
24,1602099000,1461.37,1462.21,1459.44,1459.44,5300,GOOG
25,1602099900,1459.33,1462.8,1458.87,1460.34,27146,GOOG
0,1602077400,1464.29,1468.47,1461.95,1462.56,9708,GOOG
1,1602078300,1462.47,1462.47,1449.86,1449.86,10645,GOOG
2,1602079200,1449.01,1449.3,1437.06,1437.88,12081,GOOG
3,1602080100,1437.95,1442.24,1436.14,1440.53,9397,GOOG
4,1602081000,1440.045,1444.05,1439.03,1441.02,6088,GOOG
5,1602081900,1442.8,1447.16,1442.8,1446.22,5579,GOOG
6,1602082800,1446.25,1450.02,1446.25,1447.57,2719,GOOG
7,1602083700,1446.75,1447.42,1441.72,1443.49,7569,GOOG
8,1602084600,1445.01,1446.88,1444.81,1445.91,3713,GOOG
9,1602085500,1445.85,1448.99,1445.64,1448.62,2861,GOOG
10,1602086400,1448.11,1455.09,1448.11,1455.09,2840,GOOG
11,1602087300,1453.49,1453.49,1447.72,1448.1,7241,GOOG
12,1602088200,1449.82,1449.82,1447.92,1449.82,3194,GOOG
13,1602089100,1451.52,1453.79,1449.51,1449.78,4158,GOOG
14,1602090000,1453.82,1454.68,1453.03,1453.03,1601,GOOG
15,1602090900,1453.34,1455.3,1452.955,1455.11,2912,GOOG
16,1602091800,1455.14,1462.67,1455.14,1462.67,3769,GOOG
17,1602092700,1461.9,1463.28,1460.03,1460.1,3696,GOOG
18,1602093600,1460.02,1460.995,1458.975,1460.95,5577,GOOG
19,1602094500,1461.62,1464.26,1461.31,1464.1,1566,GOOG
20,1602095400,1464.46,1464.46,1458.2,1459.2,4750,GOOG
21,1602096300,1459.95,1461.78,1459.905,1461.55,2604,GOOG
22,1602097200,1461.91,1463.83,1460.72,1460.93,7751,GOOG
23,1602098100,1461.01,1461.28,1459.5,1460.62,5839,GOOG
24,1602099000,1461.37,1462.21,1459.44,1459.44,5300,GOOG
25,1602099900,1459.33,1462.8,1458.87,1460.34,27146,GOOG
0,1603803600,1599.0,1599.0,1599.0,1599.0,100,GOOG
1,1603805400,1596.83,1597.77,1585.46,1589.36,12912,GOOG
2,1603806300,1590.52,1590.65,1583.99,1588.66,9013,GOOG
3,1603807200,1590.12,1590.35,1585.74,1586.7,5834,GOOG
4,1603808100,1586.72,1587.89,1584.23,1584.23,6749,GOOG
5,1603809000,1582.78,1589.42,1582.78,1587.96,5214,GOOG
6,1603809900,1589.19,1596.07,1588.82,1593.96,6163,GOOG
7,1603810800,1593.435,1596.66,1592.215,1596.56,4486,GOOG
8,1603811700,1597.24,1598.04,1593.34,1593.34,2969,GOOG
9,1603812600,1593.77,1594.78,1589.65,1593.22,4721,GOOG
10,1603813500,1593.78,1598.41,1593.78,1598.41,2468,GOOG
11,1603814400,1596.99,1597.56,1593.93,1595.61,3666,GOOG
12,1603815300,1591.89,1594.32,1591.89,1592.8,2252,GOOG
13,1603816200,1592.05,1592.55,1589.05,1589.33,3200,GOOG
14,1603817100,1588.93,1591.35,1588.74,1590.83,2123,GOOG
15,1603818000,1591.65,1592.8,1590.29,1591.385,1795,GOOG
16,1603818900,1591.54,1595.69,1591.54,1595.07,4746,GOOG
17,1603819800,1596.01,1600.99,1596.01,1600.24,4814,GOOG
18,1603820700,1599.97,1600.055,1597.175,1597.49,2988,GOOG
19,1603821600,1597.34,1599.38,1597.23,1599.34,3660,GOOG
20,1603822500,1599.24,1599.24,1594.57,1597.65,4018,GOOG
21,1603823400,1597.03,1597.67,1595.3,1596.79,4388,GOOG
22,1603824300,1596.44,1596.65,1593.59,1594.24,3210,GOOG
23,1603825200,1593.68,1595.93,1593.08,1593.39,2123,GOOG
24,1603826100,1594.89,1600.62,1594.89,1600.48,5919,GOOG
25,1603827000,1600.11,1605.69,1599.92,1605.04,7718,GOOG
26,1603827900,1606.0,1606.04,1600.94,1604.55,8785,GOOG
0,1603803600,1599.0,1599.0,1599.0,1599.0,100,GOOG
1,1603805400,1596.83,1597.77,1585.46,1589.36,12912,GOOG
2,1603806300,1590.52,1590.65,1583.99,1588.66,9013,GOOG
3,1603807200,1590.12,1590.35,1585.74,1586.7,5834,GOOG
4,1603808100,1586.72,1587.89,1584.23,1584.23,6749,GOOG
5,1603809000,1582.78,1589.42,1582.78,1587.96,5214,GOOG
6,1603809900,1589.19,1596.07,1588.82,1593.96,6163,GOOG
7,1603810800,1593.435,1596.66,1592.215,1596.56,4486,GOOG
8,1603811700,1597.24,1598.04,1593.34,1593.34,2969,GOOG
9,1603812600,1593.77,1594.78,1589.65,1593.22,4721,GOOG
10,1603813500,1593.78,1598.41,1593.78,1598.41,2468,GOOG
11,1603814400,1596.99,1597.56,1593.93,1595.61,3666,GOOG
12,1603815300,1591.89,1594.32,1591.89,1592.8,2252,GOOG
13,1603816200,1592.05,1592.55,1589.05,1589.33,3200,GOOG
14,1603817100,1588.93,1591.35,1588.74,1590.83,2123,GOOG
15,1603818000,1591.65,1592.8,1590.29,1591.385,1795,GOOG
16,1603818900,1591.54,1595.69,1591.54,1595.07,4746,GOOG
17,1603819800,1596.01,1600.99,1596.01,1600.24,4814,GOOG
18,1603820700,1599.97,1600.055,1597.175,1597.49,2988,GOOG
19,1603821600,1597.34,1599.38,1597.23,1599.34,3660,GOOG
20,1603822500,1599.24,1599.24,1594.57,1597.65,4018,GOOG
21,1603823400,1597.03,1597.67,1595.3,1596.79,4388,GOOG
22,1603824300,1596.44,1596.65,1593.59,1594.24,3210,GOOG
23,1603825200,1593.68,1595.93,1593.08,1593.39,2123,GOOG
24,1603826100,1594.89,1600.62,1594.89,1600.48,5919,GOOG
25,1603827000,1600.11,1605.69,1599.92,1605.04,7718,GOOG
26,1603827900,1606.0,1606.04,1600.94,1604.55,8785,GOOG
0,1605529800,1775.0,1775.0,1774.0,1774.0,295,GOOG
1,1605536100,1770.83,1770.83,1770.5,1770.5,215,GOOG
2,1605537000,1771.7,1799.01,1771.7,1794.42,7786,GOOG
3,1605537900,1795.855,1795.855,1788.76,1790.99,3393,GOOG
4,1605538800,1790.69,1790.69,1790.69,1790.69,1487,GOOG
5,1605539700,1789.59,1791.505,1789.59,1790.14,800,GOOG
6,1605540600,1795.33,1795.33,1791.79,1792.01,2051,GOOG
7,1605541500,1792.245,1792.6,1789.99,1792.425,1941,GOOG
8,1605542400,1795.39,1795.39,1792.98,1792.98,614,GOOG
9,1605543300,1792.85,1792.85,1788.16,1788.16,2361,GOOG
10,1605544200,1786.43,1786.81,1782.55,1782.55,2207,GOOG
11,1605545100,1783.76,1786.79,1783.76,1786.09,982,GOOG
12,1605546000,1789.49,1789.49,1786.39,1786.39,952,GOOG
13,1605546900,1784.325,1784.325,1779.45,1780.76,689,GOOG
14,1605547800,1780.2,1782.13,1779.88,1782.13,2205,GOOG
15,1605548700,1782.08,1782.08,1780.21,1780.21,700,GOOG
16,1605549600,1778.1,1781.3,1778.08,1779.46,1523,GOOG
17,1605550500,1779.915,1779.915,1773.46,1773.46,575,GOOG
18,1605551400,1771.72,1771.72,1768.4,1770.09,3540,GOOG
19,1605552300,1771.51,1778.59,1771.51,1776.68,3280,GOOG
20,1605553200,1777.54,1778.265,1777.54,1778.265,204,GOOG
21,1605554100,1778.82,1779.805,1778.82,1779.805,200,GOOG
22,1605555000,1779.595,1779.595,1777.845,1778.24,1425,GOOG
23,1605555900,1778.42,1778.42,1774.93,1775.42,924,GOOG
24,1605556800,1775.32,1778.71,1773.24,1778.37,1420,GOOG
25,1605557700,1778.1,1783.0,1778.1,1780.25,1463,GOOG
26,1605558600,1780.345,1782.95,1780.345,1781.77,1798,GOOG
27,1605559500,1783.37,1783.95,1774.315,1782.71,11371,GOOG
0,1605541500,1792.245,1792.6,1789.99,1792.425,1941,GOOG
1,1605542400,1795.39,1795.39,1792.98,1792.98,614,GOOG
2,1605543300,1792.85,1792.85,1788.16,1788.16,2361,GOOG
3,1605544200,1786.43,1786.81,1782.55,1782.55,2207,GOOG
4,1605545100,1783.76,1786.79,1783.76,1786.09,982,GOOG
5,1605546000,1789.49,1789.49,1786.39,1786.39,952,GOOG
6,1605546900,1784.325,1784.325,1779.45,1780.76,689,GOOG
7,1605547800,1780.2,1782.13,1779.88,1782.13,2205,GOOG
8,1605548700,1782.08,1782.08,1780.21,1780.21,700,GOOG
9,1605549600,1778.1,1781.3,1778.08,1779.46,1523,GOOG
10,1605550500,1779.915,1779.915,1773.46,1773.46,575,GOOG
11,1605551400,1771.72,1771.72,1768.4,1770.09,3540,GOOG
12,1605552300,1771.51,1778.59,1771.51,1776.68,3280,GOOG
13,1605553200,1777.54,1778.265,1777.54,1778.265,204,GOOG
14,1605554100,1778.82,1779.805,1778.82,1779.805,200,GOOG
15,1605555000,1779.595,1779.595,1777.845,1778.24,1425,GOOG
16,1605555900,1778.42,1778.42,1774.93,1775.42,924,GOOG
17,1605556800,1775.32,1778.71,1773.24,1778.37,1420,GOOG
18,1605557700,1778.1,1783.0,1778.1,1780.25,1463,GOOG
19,1605558600,1780.345,1782.95,1780.345,1781.77,1798,GOOG
20,1605559500,1783.37,1783.95,1774.315,1782.71,11371,GOOG
0,1610720100,1741.0,1741.61,1741.0,1741.61,212,GOOG
1,1610721000,1738.19,1754.45,1736.5,1753.33,2632,GOOG
2,1610721900,1746.93,1746.93,1743.18,1746.83,1834,GOOG
3,1610722800,1748.625,1748.625,1736.37,1739.42,4695,GOOG
4,1610723700,1740.76,1740.76,1730.27,1732.01,2094,GOOG
5,1610724600,1733.69,1735.27,1731.21,1733.02,1451,GOOG
6,1610725500,1733.555,1735.31,1731.0,1733.35,1800,GOOG
7,1610726400,1733.05,1733.05,1722.65,1727.46,4130,GOOG
8,1610727300,1728.66,1734.72,1727.5,1733.7,4160,GOOG
9,1610728200,1735.4,1743.795,1735.3,1743.795,2372,GOOG
10,1610729100,1742.77,1742.77,1739.8,1740.48,2033,GOOG
11,1610730000,1740.49,1740.49,1738.96,1738.96,701,GOOG
12,1610730900,1742.16,1746.555,1742.16,1746.55,1436,GOOG
13,1610731800,1745.08,1747.48,1744.16,1746.74,1561,GOOG
14,1610732700,1745.79,1746.41,1743.94,1744.55,738,GOOG
15,1610733600,1743.56,1744.81,1741.345,1743.61,2562,GOOG
16,1610734500,1745.65,1750.26,1745.65,1747.76,5884,GOOG
17,1610735400,1748.915,1750.28,1746.71,1746.71,2919,GOOG
18,1610736300,1747.54,1752.49,1747.405,1752.41,5019,GOOG
19,1610737200,1752.33,1752.735,1749.31,1750.06,1102,GOOG
20,1610738100,1749.395,1749.875,1747.87,1748.77,2632,GOOG
21,1610739000,1750.555,1750.85,1749.87,1749.87,1278,GOOG
22,1610739900,1750.37,1751.67,1746.74,1746.74,2292,GOOG
23,1610740800,1747.47,1748.94,1744.49,1748.94,84077,GOOG
24,1610741700,1749.51,1749.75,1745.32,1746.465,2430,GOOG
25,1610742600,1746.2,1747.16,1743.65,1743.68,2688,GOOG
26,1610743500,1743.11,1744.64,1735.18,1736.52,16168,GOOG
0,1610720100,1741.0,1741.61,1741.0,1741.61,212,GOOG
1,1610721000,1738.19,1754.45,1736.5,1753.33,2632,GOOG
2,1610721900,1746.93,1746.93,1743.18,1746.83,1834,GOOG
3,1610722800,1748.625,1748.625,1736.37,1739.42,4695,GOOG
4,1610723700,1740.76,1740.76,1730.27,1732.01,2094,GOOG
5,1610724600,1733.69,1735.27,1731.21,1733.02,1451,GOOG
6,1610725500,1733.555,1735.31,1731.0,1733.35,1800,GOOG
7,1610726400,1733.05,1733.05,1722.65,1727.46,4130,GOOG
8,1610727300,1728.66,1734.72,1727.5,1733.7,4160,GOOG
9,1610728200,1735.4,1743.795,1735.3,1743.795,2372,GOOG
10,1610729100,1742.77,1742.77,1739.8,1740.48,2033,GOOG
11,1610730000,1740.49,1740.49,1738.96,1738.96,701,GOOG
12,1610730900,1742.16,1746.555,1742.16,1746.55,1436,GOOG
13,1610731800,1745.08,1747.48,1744.16,1746.74,1561,GOOG
14,1610732700,1745.79,1746.41,1743.94,1744.55,738,GOOG
15,1610733600,1743.56,1744.81,1741.345,1743.61,2562,GOOG
16,1610734500,1745.65,1750.26,1745.65,1747.76,5884,GOOG
17,1610735400,1748.915,1750.28,1746.71,1746.71,2919,GOOG
18,1610736300,1747.54,1752.49,1747.405,1752.41,5019,GOOG
19,1610737200,1752.33,1752.735,1749.31,1750.06,1102,GOOG
20,1610738100,1749.395,1749.875,1747.87,1748.77,2632,GOOG
21,1610739000,1750.555,1750.85,1749.87,1749.87,1278,GOOG
22,1610739900,1750.37,1751.67,1746.74,1746.74,2292,GOOG
23,1610740800,1747.47,1748.94,1744.49,1748.94,84077,GOOG
24,1610741700,1749.51,1749.75,1745.32,1746.465,2430,GOOG
25,1610742600,1746.2,1747.16,1743.65,1743.68,2688,GOOG
26,1610743500,1743.11,1744.64,1735.18,1736.52,16168,GOOG
0,1612442700,2067.03,2067.03,2067.03,2067.03,100,GOOG
1,1612445400,2067.2,2067.2,2067.2,2067.2,110,GOOG
2,1612448100,2069.39,2071.32,2069.39,2071.32,506,GOOG
3,1612449000,2068.89,2074.36,2052.91,2059.87,18423,GOOG
4,1612449900,2059.12,2061.84,2049.36,2056.06,8307,GOOG
5,1612450800,2056.17,2062.24,2045.44,2053.32,7334,GOOG
6,1612451700,2054.69,2055.865,2045.94,2054.67,6989,GOOG
7,1612452600,2051.2,2052.12,2045.15,2045.15,3676,GOOG
8,1612453500,2047.05,2051.27,2044.895,2050.725,4152,GOOG
9,1612454400,2050.27,2051.97,2043.09,2044.175,6876,GOOG
10,1612455300,2045.94,2058.88,2045.7,2056.75,3307,GOOG
11,1612456200,2056.35,2056.35,2049.92,2049.92,2384,GOOG
12,1612457100,2047.175,2051.0,2046.39,2050.08,3690,GOOG
13,1612458000,2052.31,2052.4,2046.18,2049.25,2704,GOOG
14,1612458900,2049.67,2051.09,2046.875,2046.875,2034,GOOG
15,1612459800,2048.3,2054.0,2047.21,2054.0,1703,GOOG
16,1612460700,2052.93,2054.71,2050.63,2052.53,2451,GOOG
17,1612461600,2052.16,2056.26,2052.12,2056.26,6481,GOOG
18,1612462500,2056.595,2056.91,2054.31,2055.93,2417,GOOG
19,1612463400,2056.32,2058.49,2056.32,2058.49,2074,GOOG
20,1612464300,2058.81,2058.97,2052.66,2052.66,2206,GOOG
21,1612465200,2052.74,2054.13,2051.38,2051.41,2051,GOOG
22,1612466100,2053.22,2057.64,2052.22,2057.64,9565,GOOG
23,1612467000,2058.59,2058.59,2055.31,2058.13,4573,GOOG
24,1612467900,2058.82,2061.89,2057.88,2060.71,6164,GOOG
25,1612468800,2060.3,2061.88,2056.26,2058.36,10349,GOOG
26,1612469700,2058.89,2060.07,2056.985,2057.59,2381,GOOG
27,1612470600,2058.87,2063.99,2058.74,2063.21,5803,GOOG
28,1612471500,2063.53,2066.0,2057.57,2063.55,28533,GOOG
29,1612475100,2065.99,2065.99,2065.99,2065.99,120,GOOG
30,1612476900,2062.38,2062.38,2062.38,2062.38,100,GOOG
0,1612442700,2067.03,2067.03,2067.03,2067.03,100,GOOG
1,1612445400,2067.2,2067.2,2067.2,2067.2,110,GOOG
2,1612448100,2069.39,2071.32,2069.39,2071.32,506,GOOG
3,1612449000,2068.89,2074.36,2052.91,2059.87,18423,GOOG
4,1612449900,2059.12,2061.84,2049.36,2056.06,8307,GOOG
5,1612450800,2056.17,2062.24,2045.44,2053.32,7334,GOOG
6,1612451700,2054.69,2055.865,2045.94,2054.67,6989,GOOG
7,1612452600,2051.2,2052.12,2045.15,2045.15,3676,GOOG
8,1612453500,2047.05,2051.27,2044.895,2050.725,4152,GOOG
9,1612454400,2050.27,2051.97,2043.09,2044.175,6876,GOOG
10,1612455300,2045.94,2058.88,2045.7,2056.75,3307,GOOG
11,1612456200,2056.35,2056.35,2049.92,2049.92,2384,GOOG
12,1612457100,2047.175,2051.0,2046.39,2050.08,3690,GOOG
13,1612458000,2052.31,2052.4,2046.18,2049.25,2704,GOOG
14,1612458900,2049.67,2051.09,2046.875,2046.875,2034,GOOG
15,1612459800,2048.3,2054.0,2047.21,2054.0,1703,GOOG
16,1612460700,2052.93,2054.71,2050.63,2052.53,2451,GOOG
17,1612461600,2052.16,2056.26,2052.12,2056.26,6481,GOOG
18,1612462500,2056.595,2056.91,2054.31,2055.93,2417,GOOG
19,1612463400,2056.32,2058.49,2056.32,2058.49,2074,GOOG
20,1612464300,2058.81,2058.97,2052.66,2052.66,2206,GOOG
21,1612465200,2052.74,2054.13,2051.38,2051.41,2051,GOOG
22,1612466100,2053.22,2057.64,2052.22,2057.64,9565,GOOG
23,1612467000,2058.59,2058.59,2055.31,2058.13,4573,GOOG
24,1612467900,2058.82,2061.89,2057.88,2060.71,6164,GOOG
25,1612468800,2060.3,2061.88,2056.26,2058.36,10349,GOOG
26,1612469700,2058.89,2060.07,2056.985,2057.59,2381,GOOG
27,1612470600,2058.87,2063.99,2058.74,2063.21,5803,GOOG
28,1612471500,2063.53,2066.0,2057.57,2063.55,28533,GOOG
29,1612475100,2065.99,2065.99,2065.99,2065.99,120,GOOG
30,1612476900,2062.38,2062.38,2062.38,2062.38,100,GOOG
0,1614176100,2043.41,2043.41,2043.41,2043.41,400,GOOG
1,1614177000,2041.7,2059.2,2040.68,2043.82,6782,GOOG
2,1614177900,2045.03,2057.035,2045.03,2052.11,3798,GOOG
3,1614178800,2048.22,2052.68,2044.195,2044.37,4133,GOOG
4,1614179700,2053.27,2061.68,2052.16,2061.68,591,GOOG
5,1614180600,2062.09,2062.94,2056.87,2061.62,1503,GOOG
6,1614181500,2064.17,2068.85,2061.3,2068.85,1545,GOOG
7,1614182400,2067.0,2071.35,2062.2,2071.35,1712,GOOG
8,1614183300,2067.49,2072.22,2066.245,2066.27,2245,GOOG
9,1614184200,2065.36,2068.1,2064.72,2066.06,1589,GOOG
10,1614185100,2068.38,2073.17,2068.38,2071.33,1614,GOOG
11,1614186000,2074.74,2078.49,2074.73,2078.49,2028,GOOG
12,1614186900,2080.06,2087.17,2080.06,2087.07,2741,GOOG
13,1614187800,2087.72,2090.9,2086.25,2086.25,1992,GOOG
14,1614188700,2087.495,2088.13,2081.28,2081.28,3763,GOOG
15,1614189600,2080.57,2085.625,2075.47,2085.625,3505,GOOG
16,1614190500,2083.38,2088.82,2083.38,2086.14,1839,GOOG
17,1614191400,2085.0,2089.54,2085.0,2089.33,4284,GOOG
18,1614192300,2088.86,2090.11,2087.42,2087.42,2263,GOOG
19,1614193200,2087.33,2088.2,2083.55,2085.79,2546,GOOG
20,1614194100,2084.01,2086.0,2083.22,2084.0,1520,GOOG
21,1614195000,2086.07,2089.825,2086.07,2089.825,262,GOOG
22,1614195900,2087.38,2090.32,2087.38,2090.32,1006,GOOG
23,1614196800,2090.0,2094.81,2089.25,2094.81,6901,GOOG
24,1614197700,2094.95,2096.2,2092.56,2096.02,2178,GOOG
25,1614198600,2097.21,2098.69,2091.0,2092.69,5079,GOOG
26,1614199500,2091.62,2100.78,2091.62,2095.25,13160,GOOG
0,1614176100,2043.41,2043.41,2043.41,2043.41,400,GOOG
1,1614177000,2041.7,2059.2,2040.68,2043.82,6782,GOOG
2,1614177900,2045.03,2057.035,2045.03,2052.11,3798,GOOG
3,1614178800,2048.22,2052.68,2044.195,2044.37,4133,GOOG
4,1614179700,2053.27,2061.68,2052.16,2061.68,591,GOOG
5,1614180600,2062.09,2062.94,2056.87,2061.62,1503,GOOG
6,1614181500,2064.17,2068.85,2061.3,2068.85,1545,GOOG
7,1614182400,2067.0,2071.35,2062.2,2071.35,1712,GOOG
8,1614183300,2067.49,2072.22,2066.245,2066.27,2245,GOOG
9,1614184200,2065.36,2068.1,2064.72,2066.06,1589,GOOG
10,1614185100,2068.38,2073.17,2068.38,2071.33,1614,GOOG
11,1614186000,2074.74,2078.49,2074.73,2078.49,2028,GOOG
12,1614186900,2080.06,2087.17,2080.06,2087.07,2741,GOOG
13,1614187800,2087.72,2090.9,2086.25,2086.25,1992,GOOG
14,1614188700,2087.495,2088.13,2081.28,2081.28,3763,GOOG
15,1614189600,2080.57,2085.625,2075.47,2085.625,3505,GOOG
16,1614190500,2083.38,2088.82,2083.38,2086.14,1839,GOOG
17,1614191400,2085.0,2089.54,2085.0,2089.33,4284,GOOG
18,1614192300,2088.86,2090.11,2087.42,2087.42,2263,GOOG
19,1614193200,2087.33,2088.2,2083.55,2085.79,2546,GOOG
20,1614194100,2084.01,2086.0,2083.22,2084.0,1520,GOOG
21,1614195000,2086.07,2089.825,2086.07,2089.825,262,GOOG
22,1614195900,2087.38,2090.32,2087.38,2090.32,1006,GOOG
23,1614196800,2090.0,2094.81,2089.25,2094.81,6901,GOOG
24,1614197700,2094.95,2096.2,2092.56,2096.02,2178,GOOG
25,1614198600,2097.21,2098.69,2091.0,2092.69,5079,GOOG
26,1614199500,2091.62,2100.78,2091.62,2095.25,13160,GOOG
0,1615901400,2077.25,2097.4,2072.06,2097.0,4844,GOOG
1,1615902300,2096.69,2102.42,2095.71,2102.28,2321,GOOG
2,1615903200,2102.47,2105.92,2099.98,2103.72,4289,GOOG
3,1615904100,2102.21,2108.145,2099.53,2108.145,2225,GOOG
4,1615905000,2110.63,2113.76,2107.73,2108.3,2601,GOOG
5,1615905900,2109.37,2122.72,2109.37,2120.62,5574,GOOG
6,1615906800,2117.82,2122.755,2114.41,2115.52,3232,GOOG
7,1615907700,2116.31,2116.595,2114.65,2115.67,2193,GOOG
8,1615908600,2117.29,2117.29,2110.0,2110.32,819,GOOG
9,1615909500,2110.85,2110.85,2105.87,2107.635,1060,GOOG
10,1615910400,2108.84,2109.345,2104.66,2104.66,734,GOOG
11,1615911300,2100.15,2104.38,2095.88,2097.21,1137,GOOG
12,1615912200,2100.6,2101.92,2098.53,2101.645,2664,GOOG
13,1615913100,2099.06,2100.73,2099.06,2100.005,703,GOOG
14,1615914000,2101.82,2103.69,2101.01,2101.01,1277,GOOG
15,1615914900,2099.41,2101.145,2098.49,2098.6,1959,GOOG
16,1615915800,2094.955,2095.46,2092.11,2092.11,551,GOOG
17,1615916700,2094.15,2095.795,2090.66,2095.795,494,GOOG
18,1615917600,2092.53,2095.24,2091.54,2095.24,538,GOOG
19,1615918500,2094.135,2094.135,2085.26,2086.48,550,GOOG
20,1615919400,2088.93,2089.12,2087.795,2089.12,1091,GOOG
21,1615920300,2087.48,2091.18,2086.75,2091.18,1053,GOOG
22,1615921200,2090.345,2095.4,2090.37,2095.4,785,GOOG
23,1615922100,2092.89,2097.31,2092.1,2097.31,1241,GOOG
24,1615923000,2096.74,2101.53,2096.74,2098.8,1540,GOOG
25,1615923900,2098.65,2099.26,2091.1,2091.1,4179,GOOG
0,1615901400,2077.25,2097.4,2072.06,2097.0,4844,GOOG
1,1615902300,2096.69,2102.42,2095.71,2102.28,2321,GOOG
2,1615903200,2102.47,2105.92,2099.98,2103.72,4289,GOOG
3,1615904100,2102.21,2108.145,2099.53,2108.145,2225,GOOG
4,1615905000,2110.63,2113.76,2107.73,2108.3,2601,GOOG
5,1615905900,2109.37,2122.72,2109.37,2120.62,5574,GOOG
6,1615906800,2117.82,2122.755,2114.41,2115.52,3232,GOOG
7,1615907700,2116.31,2116.595,2114.65,2115.67,2193,GOOG
8,1615908600,2117.29,2117.29,2110.0,2110.32,819,GOOG
9,1615909500,2110.85,2110.85,2105.87,2107.635,1060,GOOG
10,1615910400,2108.84,2109.345,2104.66,2104.66,734,GOOG
11,1615911300,2100.15,2104.38,2095.88,2097.21,1137,GOOG
12,1615912200,2100.6,2101.92,2098.53,2101.645,2664,GOOG
13,1615913100,2099.06,2100.73,2099.06,2100.005,703,GOOG
14,1615914000,2101.82,2103.69,2101.01,2101.01,1277,GOOG
15,1615914900,2099.41,2101.145,2098.49,2098.6,1959,GOOG
16,1615915800,2094.955,2095.46,2092.11,2092.11,551,GOOG
17,1615916700,2094.15,2095.795,2090.66,2095.795,494,GOOG
18,1615917600,2092.53,2095.24,2091.54,2095.24,538,GOOG
19,1615918500,2094.135,2094.135,2085.26,2086.48,550,GOOG
20,1615919400,2088.93,2089.12,2087.795,2089.12,1091,GOOG
21,1615920300,2087.48,2091.18,2086.75,2091.18,1053,GOOG
22,1615921200,2090.345,2095.4,2090.37,2095.4,785,GOOG
23,1615922100,2092.89,2097.31,2092.1,2097.31,1241,GOOG
24,1615923000,2096.74,2101.53,2096.74,2098.8,1540,GOOG
